lecture video A index,lecture video A title,lecture video A site,lecture video B index,lecture video B title,lecture video B site,vote result
7,sign diagrams solution sets and intervals part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,49,the second derivative test,https://www.coursera.org/learn/introduction-to-calculus/lecture/v1UcB/the-second-derivative-test,0
7,sign diagrams solution sets and intervals part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,53,riemann sums and definite integrals,https://www.coursera.org/learn/introduction-to-calculus/lecture/naOHr/riemann-sums-and-definite-integrals,0
7,sign diagrams solution sets and intervals part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,57,integration by substitution part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/ATYjZ/integration-by-substitution-part-1,0
7,sign diagrams solution sets and intervals part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,58,integration by substitution part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/smxO5/integration-by-substitution-part-2,0
7,sign diagrams solution sets and intervals part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,59,odd and even functions part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/zrkmT/odd-and-even-functions-part-1,0
7,sign diagrams solution sets and intervals part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,61,the logistic function part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/KEUnf/the-logistic-function-part-1,0
7,sign diagrams solution sets and intervals part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,62,the logistic function part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/7MK92/the-logistic-function-part-2,0
7,sign diagrams solution sets and intervals part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/mFOOl/sign-diagrams-solution-sets-and-intervals-part-2,63,the escape velocity of a rocket,https://www.coursera.org/learn/introduction-to-calculus/lecture/WBOa9/the-escape-velocity-of-a-rocket,0
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,0
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,12,parabolas and quadratics,https://www.coursera.org/learn/introduction-to-calculus/lecture/XI618/parabolas-and-quadratics,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,14,functions as rules with domain range and graph,https://www.coursera.org/learn/introduction-to-calculus/lecture/IxW5B/functions-as-rules-with-domain-range-and-graph,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,15,polynomial and power functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/tW3Lt/polynomial-and-power-functions,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,18,the exponential function,https://www.coursera.org/learn/introduction-to-calculus/lecture/mvPay/the-exponential-function,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,20,exponential growth and decay,https://www.coursera.org/learn/introduction-to-calculus/lecture/wBdss/exponential-growth-and-decay,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,22,the unit circle and trigonometry,https://www.coursera.org/learn/introduction-to-calculus/lecture/B27eO/the-unit-circle-and-trigonometry,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,23,inverse circular functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/pXOoI/inverse-circular-functions,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,24,introduction to module 3,https://www.coursera.org/learn/introduction-to-calculus/lecture/K1zHY/introduction-to-module-3,0
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,25,slopes and average rates of change,https://www.coursera.org/learn/introduction-to-calculus/lecture/MDrBm/slopes-and-average-rates-of-change,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,26,displacement velocity and acceleration,https://www.coursera.org/learn/introduction-to-calculus/lecture/HTiQ8/displacement-velocity-and-acceleration,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,27,tangent lines and secants,https://www.coursera.org/learn/introduction-to-calculus/lecture/se5Va/tangent-lines-and-secants,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,28,different kinds of limits,https://www.coursera.org/learn/introduction-to-calculus/lecture/KVVev/different-kinds-of-limits,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,29,limit laws,https://www.coursera.org/learn/introduction-to-calculus/lecture/OZvUR/limit-laws,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,30,limits and continuity,https://www.coursera.org/learn/introduction-to-calculus/lecture/r7868/limits-and-continuity,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,31,the derivative as a limit,https://www.coursera.org/learn/introduction-to-calculus/lecture/k0N5O/the-derivative-as-a-limit,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,32,finding derivatives from first principles,https://www.coursera.org/learn/introduction-to-calculus/lecture/X7LW7/finding-derivatives-from-first-principles,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,34,differentials and applications part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/pbxLi/differentials-and-applications-part-1,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,35,differentials and applications part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/RTRQ2/differentials-and-applications-part-2,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,36,introduction to module 4,https://www.coursera.org/learn/introduction-to-calculus/lecture/djq5C/introduction-to-module-4,0
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,38,sign diagrams,https://www.coursera.org/learn/introduction-to-calculus/lecture/mZV4W/sign-diagrams,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,41,curve sketching,https://www.coursera.org/learn/introduction-to-calculus/lecture/yNkJk/curve-sketching,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,42,the chain rule,https://www.coursera.org/learn/introduction-to-calculus/lecture/UO0Vw/the-chain-rule,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,45,applications of the product rule,https://www.coursera.org/learn/introduction-to-calculus/lecture/zqKnl/applications-of-the-product-rule,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,49,the second derivative test,https://www.coursera.org/learn/introduction-to-calculus/lecture/v1UcB/the-second-derivative-test,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,52,areas bounded by curves,https://www.coursera.org/learn/introduction-to-calculus/lecture/g5SNw/areas-bounded-by-curves,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,53,riemann sums and definite integrals,https://www.coursera.org/learn/introduction-to-calculus/lecture/naOHr/riemann-sums-and-definite-integrals,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,54,the fundamental theorem of calculus and indefinite integrals,https://www.coursera.org/learn/introduction-to-calculus/lecture/WX1hh/the-fundamental-theorem-of-calculus-and-indefinite-integrals,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,57,integration by substitution part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/ATYjZ/integration-by-substitution-part-1,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,58,integration by substitution part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/smxO5/integration-by-substitution-part-2,0
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,59,odd and even functions part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/zrkmT/odd-and-even-functions-part-1,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,61,the logistic function part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/KEUnf/the-logistic-function-part-1,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,62,the logistic function part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/7MK92/the-logistic-function-part-2,1
8,coordinate systems,https://www.coursera.org/learn/introduction-to-calculus/lecture/2tKGg/coordinate-systems,63,the escape velocity of a rocket,https://www.coursera.org/learn/introduction-to-calculus/lecture/WBOa9/the-escape-velocity-of-a-rocket,1
9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,0
9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,12,parabolas and quadratics,https://www.coursera.org/learn/introduction-to-calculus/lecture/XI618/parabolas-and-quadratics,1
9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,0
9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,21,sine cosine and tangent,https://www.coursera.org/learn/introduction-to-calculus/lecture/ymKdB/sine-cosine-and-tangent,1
9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,22,the unit circle and trigonometry,https://www.coursera.org/learn/introduction-to-calculus/lecture/B27eO/the-unit-circle-and-trigonometry,1
9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,24,introduction to module 3,https://www.coursera.org/learn/introduction-to-calculus/lecture/K1zHY/introduction-to-module-3,0
9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,25,slopes and average rates of change,https://www.coursera.org/learn/introduction-to-calculus/lecture/MDrBm/slopes-and-average-rates-of-change,1
9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,26,displacement velocity and acceleration,https://www.coursera.org/learn/introduction-to-calculus/lecture/HTiQ8/displacement-velocity-and-acceleration,1
9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,27,tangent lines and secants,https://www.coursera.org/learn/introduction-to-calculus/lecture/se5Va/tangent-lines-and-secants,0
9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,28,different kinds of limits,https://www.coursera.org/learn/introduction-to-calculus/lecture/KVVev/different-kinds-of-limits,0
9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,29,limit laws,https://www.coursera.org/learn/introduction-to-calculus/lecture/OZvUR/limit-laws,0
9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,30,limits and continuity,https://www.coursera.org/learn/introduction-to-calculus/lecture/r7868/limits-and-continuity,0
9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,31,the derivative as a limit,https://www.coursera.org/learn/introduction-to-calculus/lecture/k0N5O/the-derivative-as-a-limit,0
9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,34,differentials and applications part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/pbxLi/differentials-and-applications-part-1,1
9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,35,differentials and applications part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/RTRQ2/differentials-and-applications-part-2,1
9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,36,introduction to module 4,https://www.coursera.org/learn/introduction-to-calculus/lecture/djq5C/introduction-to-module-4,0
9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,41,curve sketching,https://www.coursera.org/learn/introduction-to-calculus/lecture/yNkJk/curve-sketching,1
9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,42,the chain rule,https://www.coursera.org/learn/introduction-to-calculus/lecture/UO0Vw/the-chain-rule,0
9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,49,the second derivative test,https://www.coursera.org/learn/introduction-to-calculus/lecture/v1UcB/the-second-derivative-test,0
9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,53,riemann sums and definite integrals,https://www.coursera.org/learn/introduction-to-calculus/lecture/naOHr/riemann-sums-and-definite-integrals,0
9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,57,integration by substitution part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/ATYjZ/integration-by-substitution-part-1,0
9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,58,integration by substitution part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/smxO5/integration-by-substitution-part-2,0
9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,59,odd and even functions part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/zrkmT/odd-and-even-functions-part-1,0
9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,61,the logistic function part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/KEUnf/the-logistic-function-part-1,0
9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,62,the logistic function part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/7MK92/the-logistic-function-part-2,1
9,distance and absolute value,https://www.coursera.org/learn/introduction-to-calculus/lecture/uYxXt/distance-and-absolute-value,63,the escape velocity of a rocket,https://www.coursera.org/learn/introduction-to-calculus/lecture/WBOa9/the-escape-velocity-of-a-rocket,1
10,lines and circles in the plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,0
10,lines and circles in the plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,12,parabolas and quadratics,https://www.coursera.org/learn/introduction-to-calculus/lecture/XI618/parabolas-and-quadratics,1
10,lines and circles in the plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,0
10,lines and circles in the plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,22,the unit circle and trigonometry,https://www.coursera.org/learn/introduction-to-calculus/lecture/B27eO/the-unit-circle-and-trigonometry,1
10,lines and circles in the plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,24,introduction to module 3,https://www.coursera.org/learn/introduction-to-calculus/lecture/K1zHY/introduction-to-module-3,0
10,lines and circles in the plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,25,slopes and average rates of change,https://www.coursera.org/learn/introduction-to-calculus/lecture/MDrBm/slopes-and-average-rates-of-change,1
10,lines and circles in the plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,26,displacement velocity and acceleration,https://www.coursera.org/learn/introduction-to-calculus/lecture/HTiQ8/displacement-velocity-and-acceleration,0
10,lines and circles in the plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,27,tangent lines and secants,https://www.coursera.org/learn/introduction-to-calculus/lecture/se5Va/tangent-lines-and-secants,1
10,lines and circles in the plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,28,different kinds of limits,https://www.coursera.org/learn/introduction-to-calculus/lecture/KVVev/different-kinds-of-limits,1
10,lines and circles in the plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,29,limit laws,https://www.coursera.org/learn/introduction-to-calculus/lecture/OZvUR/limit-laws,0
10,lines and circles in the plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,30,limits and continuity,https://www.coursera.org/learn/introduction-to-calculus/lecture/r7868/limits-and-continuity,0
10,lines and circles in the plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,31,the derivative as a limit,https://www.coursera.org/learn/introduction-to-calculus/lecture/k0N5O/the-derivative-as-a-limit,0
10,lines and circles in the plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,36,introduction to module 4,https://www.coursera.org/learn/introduction-to-calculus/lecture/djq5C/introduction-to-module-4,0
10,lines and circles in the plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,41,curve sketching,https://www.coursera.org/learn/introduction-to-calculus/lecture/yNkJk/curve-sketching,1
10,lines and circles in the plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,42,the chain rule,https://www.coursera.org/learn/introduction-to-calculus/lecture/UO0Vw/the-chain-rule,0
10,lines and circles in the plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,49,the second derivative test,https://www.coursera.org/learn/introduction-to-calculus/lecture/v1UcB/the-second-derivative-test,0
10,lines and circles in the plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,53,riemann sums and definite integrals,https://www.coursera.org/learn/introduction-to-calculus/lecture/naOHr/riemann-sums-and-definite-integrals,1
10,lines and circles in the plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,57,integration by substitution part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/ATYjZ/integration-by-substitution-part-1,0
10,lines and circles in the plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,58,integration by substitution part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/smxO5/integration-by-substitution-part-2,0
10,lines and circles in the plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,59,odd and even functions part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/zrkmT/odd-and-even-functions-part-1,0
10,lines and circles in the plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,61,the logistic function part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/KEUnf/the-logistic-function-part-1,0
10,lines and circles in the plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,62,the logistic function part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/7MK92/the-logistic-function-part-2,0
10,lines and circles in the plane,https://www.coursera.org/learn/introduction-to-calculus/lecture/IG1E7/lines-and-circles-in-the-plane,63,the escape velocity of a rocket,https://www.coursera.org/learn/introduction-to-calculus/lecture/WBOa9/the-escape-velocity-of-a-rocket,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,12,parabolas and quadratics,https://www.coursera.org/learn/introduction-to-calculus/lecture/XI618/parabolas-and-quadratics,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,13,the quadratic formula,https://www.coursera.org/learn/introduction-to-calculus/lecture/jsOfP/the-quadratic-formula,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,14,functions as rules with domain range and graph,https://www.coursera.org/learn/introduction-to-calculus/lecture/IxW5B/functions-as-rules-with-domain-range-and-graph,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,16,composite functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/X4BIL/composite-functions,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,17,inverse functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/FcZyj/inverse-functions,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,18,the exponential function,https://www.coursera.org/learn/introduction-to-calculus/lecture/mvPay/the-exponential-function,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,21,sine cosine and tangent,https://www.coursera.org/learn/introduction-to-calculus/lecture/ymKdB/sine-cosine-and-tangent,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,23,inverse circular functions,https://www.coursera.org/learn/introduction-to-calculus/lecture/pXOoI/inverse-circular-functions,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,24,introduction to module 3,https://www.coursera.org/learn/introduction-to-calculus/lecture/K1zHY/introduction-to-module-3,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,25,slopes and average rates of change,https://www.coursera.org/learn/introduction-to-calculus/lecture/MDrBm/slopes-and-average-rates-of-change,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,26,displacement velocity and acceleration,https://www.coursera.org/learn/introduction-to-calculus/lecture/HTiQ8/displacement-velocity-and-acceleration,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,27,tangent lines and secants,https://www.coursera.org/learn/introduction-to-calculus/lecture/se5Va/tangent-lines-and-secants,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,28,different kinds of limits,https://www.coursera.org/learn/introduction-to-calculus/lecture/KVVev/different-kinds-of-limits,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,30,limits and continuity,https://www.coursera.org/learn/introduction-to-calculus/lecture/r7868/limits-and-continuity,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,31,the derivative as a limit,https://www.coursera.org/learn/introduction-to-calculus/lecture/k0N5O/the-derivative-as-a-limit,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,33,leibniz notation,https://www.coursera.org/learn/introduction-to-calculus/lecture/sDyEj/leibniz-notation,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,34,differentials and applications part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/pbxLi/differentials-and-applications-part-1,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,35,differentials and applications part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/RTRQ2/differentials-and-applications-part-2,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,36,introduction to module 4,https://www.coursera.org/learn/introduction-to-calculus/lecture/djq5C/introduction-to-module-4,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,38,sign diagrams,https://www.coursera.org/learn/introduction-to-calculus/lecture/mZV4W/sign-diagrams,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,41,curve sketching,https://www.coursera.org/learn/introduction-to-calculus/lecture/yNkJk/curve-sketching,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,42,the chain rule,https://www.coursera.org/learn/introduction-to-calculus/lecture/UO0Vw/the-chain-rule,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,45,applications of the product rule,https://www.coursera.org/learn/introduction-to-calculus/lecture/zqKnl/applications-of-the-product-rule,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,48,optimisation,https://www.coursera.org/learn/introduction-to-calculus/lecture/YnG2t/optimisation,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,49,the second derivative test,https://www.coursera.org/learn/introduction-to-calculus/lecture/v1UcB/the-second-derivative-test,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,52,areas bounded by curves,https://www.coursera.org/learn/introduction-to-calculus/lecture/g5SNw/areas-bounded-by-curves,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,53,riemann sums and definite integrals,https://www.coursera.org/learn/introduction-to-calculus/lecture/naOHr/riemann-sums-and-definite-integrals,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,57,integration by substitution part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/ATYjZ/integration-by-substitution-part-1,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,58,integration by substitution part 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/smxO5/integration-by-substitution-part-2,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,59,odd and even functions part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/zrkmT/odd-and-even-functions-part-1,0
11,introduction to module 2,https://www.coursera.org/learn/introduction-to-calculus/lecture/339mr/introduction-to-module-2,61,the logistic function part 1,https://www.coursera.org/learn/introduction-to-calculus/lecture/KEUnf/the-logistic-function-part-1,0
